,Rank,Name of movie,Year of release,Watchtime,Movie Rating,Metascore,Votes,Gross collection,Description,Director,URL,Movie_Rating_bin,metascore_bin,watchtime_bin,Cast1,Cast2,Cast3,Cast4,Adventure,Music,Action,Fantasy,Thriller,War,Biography,Mystery,Comedy,Sport,Horror,Film-Noir,Romance,Family,Musical,Western,Sci-Fi,Drama,Crime,History,Animation,watchtime_minmax,gross_minmax,watchtime_standard,gross_standard
164,165,Die Hard,1988-01-01,132,8.2,72.0,"897,528",83.01,new york city police officer try save estranged wife several others taken hostage terrorist christmas party nakatomi plaza los angeles,John McTiernan,https://www.imdb.com/title/tt0095016/,excellent,very good,long,['Bruce Willis', 'Alan Rickman', 'Bonnie Bedelia', 'Reginald VelJohnson'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31521739130434784,0.09669602497786478,0.04220515882615202,0.026341295678940283
165,166,Pan's Labyrinth,2006-01-01,118,8.2,98.0,"678,254",37.63,falangist spain 1944 bookish young stepdaughter sadistic army officer escape eerie captivating fantasy world,Guillermo del Toro,https://www.imdb.com/title/tt0457430/,excellent,excellent,medium,['Ivana Baquero', 'Ariadna Gil', 'Sergi López', 'Maribel Verdú'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2644927536231884,0.04382776457430449,-0.4102238025567906,-0.3423786676486676
166,167,The Elephant Man,1980-01-01,124,8.2,78.0,"246,476",155.0,victorian surgeon rescue heavily disfigured man mistreated scraping living sideshow freak behind monstrous façade revealed person kindness intelligence sophistication,David Lynch,https://www.imdb.com/title/tt0080678/,excellent,very good,long,['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286231884057971,0.1805652639917983,-0.2163256762498152,0.6112718853650242
167,168,Chinatown,1974-01-01,130,8.2,92.0,"332,964",8.49,private detective hired expose adulterer 1930s los angeles find caught web deceit corruption murder,Roman Polanski,https://www.imdb.com/title/tt0071315/,excellent,excellent,long,['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3079710144927536,0.009879304720630038,-0.02242754994283978,-0.579145960098348
168,169,Warrior,2011-01-01,140,8.2,71.0,"479,891",13.66,youngest son alcoholic former boxer return home he trained father competition mixed martial art tournament path put fighter collision course estranged older brother,Gavin O'Connor,https://www.imdb.com/title/tt1291584/,excellent,very good,long,['Tom Hardy', 'Nick Nolte', 'Joel Edgerton', 'Jennifer Morrison'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34420289855072467,0.015902418565636796,0.30073599390211925,-0.5371388598250175
169,170,Der Untergang,2004-01-01,156,8.2,82.0,"360,896",5.51,traudl junge final secretary adolf hitler tell nazi dictator final day berlin bunker end wwii,Oliver Hirschbiegel,https://www.imdb.com/title/tt0363163/,excellent,excellent,long,['Bruno Ganz', 'Alexandra Maria Lara', 'Ulrich Matthes', 'Juliane Köhler'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4021739130434782,0.006407567920219954,0.8177976640540536,-0.603358950197869
170,171,Monty Python and the Holy Grail,1975-01-01,91,8.2,91.0,"549,400",1.23,king arthur knight round table embark surreal lowbudget search holy grail encountering many silly obstacle,"Directors:Terry Gilliam, Terry Jones",https://www.imdb.com/title/tt0071853/,excellent,excellent,medium,['Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666669,0.001421315065939699,-1.2827653709381799,-0.6381346540991948
171,172,Some Like It Hot,1959-01-01,121,8.2,98.0,"271,943",25.0,two male musician witness mob hit flee state allfemale band disguised woman complication set,Billy Wilder,https://www.imdb.com/title/tt0053291/,excellent,excellent,long,['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'George Raft'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2753623188405797,0.029113658604781212,-0.3132747394033029,-0.44499949481543016
172,173,Kimetsu no Yaiba: Mugen Ressha-Hen,2020-01-01,117,8.2,72.0,"62,786",47.7,family brutally murdered sister turned demon tanjiro kamados journey demon slayer began tanjiro comrade embark new mission aboard mugen train track despair,Haruo Sotozaki,https://www.imdb.com/title/tt11032374/,excellent,very good,medium,['Natsuki Hanae', 'Akari Kitô', 'Yoshitsugu Matsuoka', 'Hiro Shimono'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2608695652173913,0.05555943893005266,-0.4425401569412865,-0.260558261506997
173,174,El secreto de sus ojos,2009-01-01,129,8.2,80.0,"213,142",6.39,retired legal counselor writes novel hoping find closure one past unresolved homicide case unreciprocated love superior still haunt decade later,Juan José Campanella,https://www.imdb.com/title/tt1305806/,excellent,very good,long,['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago', 'Carla Quevedo'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.30434782608695654,0.007432778787455146,-0.05474390432733568,-0.5962088054704937
174,175,The Great Escape,1963-01-01,172,8.2,86.0,"248,472",12.1,allied prisoner war plan several hundred number escape german camp world war ii,John Sturges,https://www.imdb.com/title/tt0057115/,excellent,excellent,long,['Steve McQueen', 'James Garner', 'Richard Attenborough', 'Charles Bronson'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4601449275362319,0.014084999300992591,1.334859334205988,-0.549814116387183
175,176,Drishyam 2,2022-01-01,140,8.2,83.0,"35,334",30.255,gripping tale investigation family threatened vijay salgaonkar able protect family time,Abhishek Pathak,https://www.imdb.com/title/tt15501640/,excellent,excellent,long,['Ajay Devgn', 'Akshaye Khanna', 'Tabu', 'Shriya Saran'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.34420289855072467,0.035235798499464094,0.30073599390211925,-0.4023017555627511
176,177,All About Eve,1950-01-01,138,8.2,98.0,"133,472",0.01,seemingly timid secretly ruthless ingénue insinuates life aging broadway star circle theater friend,Joseph L. Mankiewicz,https://www.imdb.com/title/tt0042192/,excellent,excellent,long,['Bette Davis', 'Anne Baxter', 'George Sanders', 'Celeste Holm'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33695652173913043,0.0,0.23610328513312745,-0.6480473547439651
177,178,Ran,1985-01-01,162,8.2,97.0,"128,306",4.14,medieval japan elderly warlord retires handing empire three son however vastly underestimate newfound power corrupt cause turn otherand,Akira Kurosawa,https://www.imdb.com/title/tt0089881/,excellent,excellent,long,['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryû'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4239130434782609,0.004811501001910619,1.011695790361029,-0.6144904255120784
178,179,Per qualche dollaro in più,1965-01-01,132,8.2,74.0,"261,510",15.0,two bounty hunter intention team track escaped mexican outlaw,Sergio Leone,https://www.imdb.com/title/tt0059578/,excellent,very good,long,['Clint Eastwood', 'Lee Van Cleef', 'Gian Maria Volontè', 'Mara Krupp'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.31521739130434784,0.017463535113472203,0.04220515882615202,-0.5262511394446959
179,180,The Bridge on the River Kwai,1957-01-01,161,8.2,87.0,"224,680",44.91,british pow forced build railway bridge across river kwai japanese captor occupied burma knowing allied force planning daring commando raid jungle destroy,David Lean,https://www.imdb.com/title/tt0050212/,excellent,excellent,long,['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4202898550724638,0.052309054475977446,0.9793794359765332,-0.28322747035856216
180,181,Tumbbad,2018-01-01,104,8.2,83.0,"52,098",30.255,mythological story goddess created entire universe plot revolves around consequence human build temple firstborn,"Directors:Rahi Anil Barve, Anand Gandhi, Adesh Prasad",https://www.imdb.com/title/tt8239946/,excellent,excellent,medium,['Sohum Shah', 'Jyoti Malshe', 'Anita Date-Kelkar', 'Ronjini Chakraborty'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.213768115942029,0.035235798499464094,-0.8626527639397332,-0.4023017555627511
181,182,Dial M for Murder,1954-01-01,105,8.2,75.0,"179,616",0.01,former tennis star arranges murder adulterous wife,Alfred Hitchcock,https://www.imdb.com/title/tt0046912/,excellent,very good,medium,['Ray Milland', 'Grace Kelly', 'Robert Cummings', 'John Williams'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2173913043478261,0.0,-0.8303364095552374,-0.6480473547439651
182,183,The Treasure of the Sierra Madre,1948-01-01,126,8.2,98.0,"127,185",5.01,two downontheirluck american searching work 1920s mexico convince old prospector help mine gold sierra madre mountain,John Huston,https://www.imdb.com/title/tt0040897/,excellent,excellent,long,['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29347826086956524,0.005825061745654504,-0.1516929674808234,-0.6074215324293323
183,184,Rashômon,1950-01-01,88,8.2,98.0,"171,860",0.1,rape bride murder samurai husband recalled perspective bandit bride samurai ghost woodcutter,Akira Kurosawa,https://www.imdb.com/title/tt0042876/,excellent,excellent,short,['Toshirô Mifune', 'Machiko Kyô', 'Masayuki Mori', 'Takashi Shimura'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1557971014492754,0.00010485111142178108,-1.3797144340916676,-0.6473160899423018
184,185,Baahubali 2: The Conclusion,2017-01-01,167,8.2,83.0,"105,782",20.19,shiva son bahubali learns heritage begin look answer story juxtaposed past event unfolded mahishmati kingdom,S.S. Rajamouli,https://www.imdb.com/title/tt4849438/,excellent,excellent,long,['Prabhas', 'Rana Daggubati', 'Anushka Shetty', 'Tamannaah Bhatia'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4420289855072464,0.02350994920546158,1.1732775622835085,-0.484081535882107
185,186,Klaus,2019-01-01,96,8.2,65.0,"164,524",179.0,simple act kindness always spark another even frozen faraway place smeerensburgs new postman jesper befriends toymaker klaus gift melt ageold feud deliver sleigh full holiday tradition,"Directors:Sergio Pablos, Carlos Martínez López",https://www.imdb.com/title/tt4729430/,excellent,very good,medium,['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Will Sasso'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18478260869565216,0.20852556037093994,-1.1211835990157004,0.8062758324752619
186,187,Gangs of Wasseypur,2012-01-01,321,8.2,89.0,"98,848",30.255,clash sultan shahid khan lead expulsion khan wasseypur ignites deadly blood feud spanning three generation,Anurag Kashyap,https://www.imdb.com/title/tt1954470/,excellent,excellent,long,['Manoj Bajpayee', 'Nawazuddin Siddiqui', 'Tigmanshu Dhulia', 'Richa Chadha'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.035235798499464094,6.149996137495878,-0.4023017555627511
187,188,Yôjinbô,1961-01-01,110,8.2,93.0,"125,252",145.0,crafty ronin come town divided two criminal gang decides play free town,Akira Kurosawa,https://www.imdb.com/title/tt0055630/,excellent,excellent,medium,['Toshirô Mifune', 'Eijirô Tôno', 'Tatsuya Nakadai', 'Yôko Tsukasa'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23550724637681159,0.1689151405004893,-0.6687546376327578,0.5300202407357584
188,189,Andhadhun,2018-01-01,139,8.2,83.0,"96,467",1.37,series mysterious event change life blind pianist must report crime technically know nothing,Sriram Raghavan,https://www.imdb.com/title/tt8108198/,excellent,excellent,long,['Tabu', 'Ayushmann Khurrana', 'Radhika Apte', 'Anil Dhawan'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.34057971014492755,0.0015844167948180254,0.2684196395176233,-0.636997131074385
189,190,Drishyam,2015-01-01,163,8.2,83.0,"87,912",0.74,desperate measure taken man try save family dark side law commit unexpected crime,Nishikant Kamat,https://www.imdb.com/title/tt4430212/,excellent,excellent,long,['Ajay Devgn', 'Shriya Saran', 'Tabu', 'Rajat Kapoor'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4275362318840579,0.0008504590148655576,1.044012144745525,-0.6421159846860288
190,191,Miracle in Cell No. 7,2019-01-01,132,8.2,83.0,"51,168",30.255,story love mentallyill father wrongly accused murder lovely six year old daughter prison home based 2013 korean movie 7beonbangui seonmul 2013,Mehmet Ada Öztekin,https://www.imdb.com/title/tt10431500/,excellent,excellent,long,['Aras Bulut Iynemli', 'Nisa Sofiya Aksongur', 'Deniz Baysal', 'Celile Toyon Uysal'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.31521739130434784,0.035235798499464094,0.04220515882615202,-0.4023017555627511
191,192,Tôkyô monogatari,1953-01-01,136,8.2,100.0,"63,641",208.0,old couple visit child grandchild city receive little attention,Yasujirô Ozu,https://www.imdb.com/title/tt0046438/,excellent,excellent,long,['Chishû Ryû', 'Chieko Higashiyama', 'Sô Yamamura', 'Setsuko Hara'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.32971014492753625,0.24231091849573608,0.17147057636413562,1.0419056019001325
192,193,Z,1969-01-01,127,8.2,86.0,"29,806",0.08,public murder prominent politician doctor amid violent demonstration covered military government official tenacious magistrate determined let get away,Costa-Gavras,https://www.imdb.com/title/tt0065234/,excellent,excellent,long,['Yves Montand', 'Irene Papas', 'Jean-Louis Trintignant', 'François Périer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2971014492753623,8.155086443916305e-05,-0.1193766130963275,-0.6474785932315603
193,194,Bacheha-Ye aseman,1997-01-01,89,8.2,77.0,"76,252",0.93,boy loses sister pair shoe go series adventure order find cant try new way win new pair,Majid Majidi,https://www.imdb.com/title/tt0118849/,excellent,very good,short,['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15942028985507245,0.001071811361200429,-1.3473980797071718,-0.6405722034380728
194,195,Zindagi Na Milegi Dobara,2011-01-01,155,8.2,83.0,"80,813",3.11,three friend decide turn fantasy vacation reality one friend get engaged,Zoya Akhtar,https://www.imdb.com/title/tt1562872/,excellent,excellent,long,['Hrithik Roshan', 'Farhan Akhtar', 'Abhay Deol', 'Katrina Kaif'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3985507246376812,0.0036115382823057925,0.7854813096695578,-0.6228593449088928
195,196,Dersu Uzala,1975-01-01,142,8.2,83.0,"31,552",249.0,russian army sends explorer expedition snowy siberian wilderness make friend seasoned local hunter,Akira Kurosawa,https://www.imdb.com/title/tt0071411/,excellent,excellent,long,['Maksim Munzuk', 'Yuriy Solomin', 'Mikhail Bychkov', 'Vladimir Khrulyov'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3514492753623188,0.290076424810103,0.36536870267111105,1.3750373448801219
196,197,Pather Panchali,1955-01-01,125,8.2,83.0,"34,668",0.54,impoverished priest harihar ray dreaming better life family leaf rural bengal village search work,Satyajit Ray,https://www.imdb.com/title/tt0048473/,excellent,excellent,long,['Kanu Bannerjee', 'Karuna Bannerjee', 'Subir Banerjee', 'Chunibala Devi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2898550724637681,0.0006174565450393775,-0.1840093218653193,-0.6437410175786141
197,198,Babam ve Oglum,2005-01-01,112,8.2,83.0,"87,882",236.0,family leftwing journalist torn apart military coup turkey 1980,Çagan Irmak,https://www.imdb.com/title/tt0476735/,excellent,excellent,medium,['Çetin Tekindor', 'Fikret Kuskan', 'Hümeyra', 'Ege Tanman'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.24275362318840582,0.2749312642714013,-0.604121928863766,1.2694102068620765
198,199,To Be or Not to Be,1942-01-01,99,8.2,86.0,"39,252",229.0,nazi occupation poland acting troupe becomes embroiled polish soldier effort track german spy,Ernst Lubitsch,https://www.imdb.com/title/tt0035446/,excellent,excellent,medium,['Carole Lombard', 'Jack Benny', 'Robert Stack', 'Felix Bressart'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19565217391304346,0.266776177827485,-1.0242345358622127,1.2125340556215904
199,200,Vikram Vedha,2017-01-01,147,8.2,83.0,"47,111",30.255,vikram nononsense police officer accompanied simon partner hunt capture vedha smuggler murderer vedha try change vikrams life lead conflict,"Directors:Gayatri, Pushkar, Gowtham Selvaraj",https://www.imdb.com/title/tt6148156/,excellent,excellent,long,['Madhavan', 'Vijay Sethupathi', 'Shraddha Srinath', 'Kathir'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3695652173913044,0.035235798499464094,0.5269504745935906,-0.4023017555627511
200,201,K.G.F: Chapter 1,2018-01-01,156,8.2,83.0,"90,653",30.255,1970s gangster go undercover slave assassinate owner notorious gold mine,Prashanth Neel,https://www.imdb.com/title/tt7838252/,excellent,excellent,long,['Yash', 'Srinidhi Shetty', 'Ramachandra Raju', 'Archana Jois'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4021739130434782,0.035235798499464094,0.8177976640540536,-0.4023017555627511
201,202,"Swades: We, the People",2004-01-01,210,8.2,83.0,"93,279",1.22,successful indian scientist return indian village take nanny america process rediscovers root,Ashutosh Gowariker,https://www.imdb.com/title/tt0367110/,excellent,excellent,long,['Shah Rukh Khan', 'Gayatri Joshi', 'Kishori Ballal', 'Smith Seth'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5978260869565217,0.00140966494244839,2.5628808008168322,-0.638215905743824
202,203,La passion de Jeanne d'Arc,1928-01-01,110,8.2,98.0,"56,876",0.02,1431 jeanne darc placed trial charge heresy ecclesiastical jurist attempt force jeanne recant claim holy vision,Carl Theodor Dreyer,https://www.imdb.com/title/tt0019254/,excellent,excellent,medium,['Maria Falconetti', 'Eugene Silvain', 'André Berley', 'Maurice Schutz'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23550724637681159,1.1650123491309008e-05,-0.6687546376327578,-0.647966103099336
203,204,Le salaire de la peur,1953-01-01,131,8.2,85.0,"62,856",194.0,decrepit south american village four men hired transport urgent nitroglycerine shipment without equipment would make safe,Henri-Georges Clouzot,https://www.imdb.com/title/tt0046268/,excellent,excellent,long,['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3115942028985507,0.22600074560790345,0.00988880444165612,0.9281532994191605
204,205,Uri: The Surgical Strike,2019-01-01,138,8.2,83.0,"66,371",4.19,indian army special force execute covert operation avenging killing fellow army men base terrorist group,Aditya Dhar,https://www.imdb.com/title/tt8291224/,excellent,excellent,long,['Vicky Kaushal', 'Paresh Rawal', 'Mohit Raina', 'Yami Gautam'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33695652173913043,0.0048697516193671655,0.23610328513312745,-0.6140841672889321
205,206,Sherlock Jr.,1924-01-01,45,8.2,83.0,"51,911",0.98,film projectionist longs detective put meagre skill work framed rival stealing girlfriend father pocketwatch,Buster Keaton,https://www.imdb.com/title/tt0015324/,excellent,excellent,short,['Buster Keaton', 'Kathryn McGuire', 'Joe Keaton', 'Erwin Connelly'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0011300619786569737,-2.7693176726249913,-0.6401659452149264
206,207,Umberto D.,1952-01-01,89,8.2,92.0,"26,665",0.07,elderly man dog struggle survive government pension rome,Vittorio De Sica,https://www.imdb.com/title/tt0045274/,excellent,excellent,short,['Carlo Battisti', 'Maria Pia Casilio', 'Lina Gennari', 'Ileana Simova'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15942028985507245,6.990074094785406e-05,-1.3473980797071718,-0.6475598448761897
